0,1,2
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.24800469483568074,1.0,0.6131597975415762
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.24603547209181012,1.0,0.5820679681851049
0.26544079290558165,1.0,0.454151055018734
0.25414275778125545,1.0,0.5888384933938079
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25237784733089896,1.0,0.5540656017879445
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25414275778125545,1.0,0.5888384933938079
0.25237784733089896,1.0,0.5540656017879445
0.25414275778125545,1.0,0.5888384933938079
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25237784733089896,1.0,0.5540656017879445
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25237784733089896,1.0,0.5540656017879445
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.25414275778125545,1.0,0.5888384933938079
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.25237784733089896,1.0,0.5540656017879445
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.25532950791166753,1.0,0.4821534214158943
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
0.26544079290558165,1.0,0.454151055018734
